PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
232875689,20154569,0,2020-08-20T18:33:00,"3000 Block Zephyr Ave Pittsburgh, PA 15204",Y,Sheraden,6,99,8106 Shots Fired,2018,,,0,0
232878347,20154659,99,2020-08-20T17:08:00,"3800 Block Pier St Pittsburgh, PA 15213",N,Central Oakland,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,405,3,3,-79.9540351148473,40.4392424032906
233000158,20157067,6,2020-08-24T09:00:00,"1700 Block Parkfield St Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2901,,,0,0
233006684,20157109,0,2020-08-22T07:00:00,"900 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.9979394801918,40.4429453058994
233018177,20157205,0,2020-08-24T12:50:00,"200 Block 5th Ave Pittsburgh, PA 15222",Y,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-80.0020771081555,40.4412363988277
233021392,20157219,6,2020-08-24T13:10:00,"Wood St & 3rd Ave Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-80.0016403503325,40.4388861888839
233031624,20157291,0,2020-08-24T15:10:00,"900 Block Itin St Pittsburgh, PA 15212",N,East Allegheny,1,99,9993 PFA Service with Weapons Supplement,2304,1,1,-79.9954930470479,40.4581362254477
233036356,20156857,99,2020-08-23T21:30:00,"200 Block Davenport Way Pittsburgh, PA 15219",Y,Middle Hill,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,501,6,3,-79.9810587722273,40.4459792650082
232947716,20155707,6,2020-08-22T02:11:00,"1400 Block Benton Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2701,1,1,-80.0370203195019,40.4843519337692
232948367,20155746,6,2020-08-22T10:35:00,"6700 Block Beacon St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1408,5,3,-79.9133787355835,40.4364848366589
232948700,20155750,6,2020-08-22T09:00:00,"200 Block Federal St S Pittsburgh, PA 15212",N,North Shore,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2205,1,6,-80.0039635417819,40.4484213102204
232950718,20155811,6,2020-08-21T02:09:00,"7100 Block Bennett St Pittsburgh, PA 15208",N,Homewood South,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1303,9,2,-79.898864804895,40.4569634382797
233081861,20157799,0,2020-08-25T09:40:00,"900 Block Washington Blvd Pittsburgh, PA 15206",N,Larimer,5,99,9997 Overdose Death,1204,9,2,-79.9071294954201,40.4599082540767
233084377,20157890,10,2020-08-25T10:00:00,"2000 Block Wylie Ave Pittsburgh, PA 15219",N,Middle Hill,2,HARRASSMENT,2709 Harassment (Non-Specific),501,6,3,-79.9807564639901,40.4442495006532
233021061,20157220,14,2020-08-24T06:00:00,"4300 Block Winterburn Ave Pittsburgh, PA 15207",N,Greenfield,4,CRIM MISCHIEF,3304 Criminal Mischief.,1516,5,3,-79.940081007277,40.4210732542092
233091664,20157896,99,2020-08-25T13:00:00,"1400 Block Chicago St Pittsburgh, PA 15214",N,Northview Heights,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2609,,,0,0
233093752,20157957,6,2020-08-25T13:00:00,"1900 Block Warren St Pittsburgh, PA 15212",N,Fineview,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2509,1,1,-80.0025187485502,40.4630622440839
232881540,20154691,18,2020-08-20T21:01:00,"Forsythe St & Mullins St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,STOLEN PROPERTY - OTHER,13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 5121 Escape. / 4303 General Lighting Requirements. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4524 Windshield Obstructions and Wipers.,2715,1,1,-80.0321128162817,40.4708589762548
233118201,20158151,6,2020-08-23T08:00:00,"6300 Block Shakespeare St Pittsburgh, PA 15206",Y,Shadyside,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 3925 Receiving Stolen Property.",708,,,0,0
233198822,20158896,10,2020-08-26T18:25:00,"3100 Block Banksville Ave Pittsburgh, PA 15216",Y,Banksville,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2023,2,5,-80.0434542351477,40.4010772517516
233198840,20158899,27,2020-08-26T20:10:00,"2300 Block Brighton Rd Pittsburgh, PA 15212",N,Perry South,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2614,6,1,-80.0238664225369,40.4646843612355
233201914,20156621,18,2020-08-23T16:58:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Homewood West,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4524 Windshield Obstructions and Wipers.,201,6,6,-79.9960409452176,40.4350395659105
-3477036872,20158970,27,2020-08-26T22:05:00,"Moore Ave & Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3001,,,-79.9899055487325,40.4114130602556
233204268,20158747,24,2020-08-26T16:41:00,"6100 Block East Liberty Blvd Pittsburgh, PA 15206",Y,East Liberty,5,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1115,9,2,-79.9209421626331,40.4653790134256
233204642,20158947,10,2020-08-26T10:30:00,"Brownsville Rd & Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,TERRORISTIC THREATS,2709(a) Harassment. / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,3001,,,-79.9903095027533,40.4105164169692
233205086,20158859,18,2020-08-26T19:14:00,"Arbor Way & Eider St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3323 Stop Signs and Yield Signs.,1203,9,2,-79.9045959868076,40.4680434106983
233205733,20158932,99,2020-08-26T21:01:00,"Mohler St & Nolan Ct Pittsburgh, PA 15221",Y,Homewood North,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1301,9,2,-79.8868928487073,40.4594147499063
232913326,20155062,0,2020-08-21T11:30:00,"900 Block Washington Blvd Pittsburgh, PA 15206",N,Homewood West,5,99,9999 9999 - (Misc. Incident): ,1207,9,2,-79.9071294954201,40.4599082540767
232925661,20154935,99,2020-08-21T14:22:00,"800 Block Kirkpatrick Ave Braddock, PA 15104",N,Outside City,OSC,DRUG INVESTIGATION,9124 Drug Investigation,5599,,,-79.8618474745408,40.4036660798868
232929851,20155203,27,2020-08-21T15:45:00,"Brighton Rd & Brightridge St Pittsburgh, PA 15212",N,California-Kirkbride,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2507,6,1,-80.0189644432489,40.4615202006391
232936495,20155426,6,2020-08-20T19:00:00,"2500 Block Brighton Rd Pittsburgh, PA 15212",N,Perry South,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2615,6,1,-80.0250097143295,40.4669232988223
232936830,20155457,0,2020-08-22T00:12:00,"30 Block Mt Oliver St Pittsburgh, PA 15210",N,South Side Slopes,3,99,425.26 Miscellaneous,1706,3,3,-79.9774955286783,40.4134778264424
233044000,20157479,99,2020-08-24T20:22:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,MENTAL 201/302,9498 302 (Mental),1405,9,2,-79.8928013971768,40.4496546331193
233051832,20157613,10,2020-08-25T01:13:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",Y,Fineview,1,SIMPLE ASSAULT,2701 Simple Assault. / 2709(a) Harassment.,2509,6,1,-80.0069833937371,40.460310552493
233052101,20157662,15,2020-08-25T01:47:00,"8000 Block Susquehanna St Pittsburgh, PA 15221",Y,Central Business District,OSC,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 3334 Turning Movements and Required Signals. / 3353 Prohibitions in Specified Places. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1501 Drivers Required to be Licensed. / 3323 Stop Signs and Yield Signs.",201,,,-79.8850132112948,40.4482399755219
233053414,20157701,99,2020-08-25T04:42:00,"Cape May Ave & Hampshire Ave Pittsburgh, PA 15216",N,Beechview,6,AIDED CASE,9497 Aided Case,1916,4,5,-80.0218476508041,40.410671152417
233054576,20157723,14,2020-08-25T05:50:00,"1600 Block Lincoln Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1202,9,2,-79.8926109149366,40.4704180298878
233057845,20157739,27,2020-08-25T07:18:00,"Mc Kee Pl & Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,3,3,-79.9594352598304,40.4397880412374
-3414033438,20154707,14,2020-08-20T21:30:00,"7200 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,CRIM MISCHIEF,3304 Criminal Mischief.,1303,9,2,-79.8974964063787,40.4546203094633
233133618,20158269,0,2020-08-25T18:00:00,"4100 Block Willow St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9999 9999 - (Misc. Incident): ,901,7,2,-79.9641136568281,40.4715204441589
233133990,20158270,14,2020-08-25T22:00:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2901,4,3,-79.9865235535491,40.3931998334253
-3262025717,20158273,10,2020-08-25T22:30:00,"1600 Block Chelton Ave Pittsburgh, PA 15226",Y,Brookline,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1918,4,5,-80.0115566918663,40.3875936701326
233061636,20157772,27,2020-08-25T07:30:00,"5000 Block Frew St Pittsburgh, PA 15213",N,Squirrel Hill North,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1401,,,0,0
233062733,20157780,6,2020-08-21T17:00:00,"2100 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",509,6,3,-79.9806857398547,40.4470578842206
233067221,20157800,10,2020-08-24T16:45:00,"100 Block JHF Dr Pittsburgh, PA 15217",N,Squirrel Hill South,4,HARRASSMENT,2709 Harassment (Non-Specific),1414,5,3,-79.9202326268656,40.4132415078398
233068388,20157811,6,2020-08-25T08:30:00,"800 Block Fort Duquesne Blvd Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.9993982661042,40.4446651891072
233069104,20157778,27,2020-08-25T09:00:00,"Gist St & Tustin St Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3743 Accidents Involving Damage to Attended Veh. or Property,103,6,3,-79.979544963078,40.4369813056883
233074913,20157835,99,2020-08-25T11:09:00,"1100 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,7,6,-79.9923774443368,40.4441629445093
232873504,20154528,27,2020-08-20T17:42:00,"Foster St & Almond Way Pittsburgh, PA 15201",Y,Central Lawrenceville,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,901,7,2,-79.963256948741,40.4702034832628
232919127,20154301,99,2020-08-20T12:00:00,"300 Block Forbes Ave Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-80.0007602567799,40.4399534197384
233032592,20157285,0,2020-08-24T13:18:00,"500 Block East End Ave Pittsburgh, PA 15221",N,Point Breeze,4,99,607.03 Discharging Firearm or Airgun,1406,9,3,-79.8958108509806,40.4427513096495
233044914,20157538,10,2020-08-24T22:33:00,"1900 Block Chateau St Pittsburgh, PA 15233",N,Manchester,1,SIMPLE ASSAULT,2701 Simple Assault. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304 Criminal Mischief.,2107,6,1,-80.0295836701452,40.4583977321067
233050808,20157563,5,2020-08-24T23:35:00,"100 Block Belplain St Pittsburgh, PA 15227",N,Carrick,3,BURGLARY,3502 Burglary. / 3304 Criminal Mischief. / 901 Criminal Attempt / 3503(b.1) Criminal Trespass - Simple Trespasser,2904,4,3,-79.9805025958938,40.3853430354062
233119862,20158127,10,2020-08-25T17:30:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2901,4,3,-79.9865235535491,40.3931998334253
233137622,20158396,6,2020-08-26T03:30:00,"1700 Block Morningside Ave Pittsburgh, PA 15206",N,Morningside,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1014,7,2,-79.9282550801625,40.4853034116818
232887980,20154824,10,2020-08-21T01:16:00,"2400 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1306,9,2,-79.8738685039552,40.4558486470446
232888713,20154875,10,2020-08-21T02:48:00,"20 Block Mt Oliver St Pittsburgh, PA 15210",N,South Side Slopes,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment. / 615.02 Public Nuisances / 670.02  (a) Disruptive activity prepetrataed/caused/permitted on property by owner(s)/tenant(s)/occupant(s)/invitee(s) of the property,1706,3,3,-79.9871462954646,40.421046807292
232925264,20154662,0,2020-08-20T17:50:00,"2900 Block Stayton St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,473.02 (b) Deposit or Dump Trash,2715,1,1,-80.0274849065856,40.4713604734435
-3348024721,20155169,0,2020-08-21T15:00:00,"3800 Block Cabinet Way Pittsburgh, PA 15201",N,Lower Lawrenceville,2,99,9999 9999 - (Misc. Incident): ,603,7,2,-79.9611065614746,40.4633276153581
232930676,20155178,5,2020-08-21T15:04:00,"5600 Block Forward Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,BURGLARY,3502 Burglary. / 2709(a)(3) Harassment No Legitimate Purpose / 3503 Criminal Trespass / 2709(b) Stalking,1414,5,3,-79.9269858254165,40.4275940212749
232932313,20155211,0,2020-08-21T15:50:00,"200 Block Chapin St Pittsburgh, PA 15214",N,Summer Hill,1,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,2612,,,0,0
232934811,20155402,0,2020-08-21T20:00:00,"Protectory Pl Pittsburgh, PA 15219",N,Middle Hill,OSC,99,9999 9999 - (Misc. Incident): ,501,,,0,0
232937850,20155420,0,2020-08-21T20:34:00,"3000 Block Bergman St Pittsburgh, PA 15204",Y,Sheraden,6,99,627.02(b)(i) Possessing a small amount of marijuana,2018,,,0,0
232940816,20155564,0,2020-08-22T01:08:00,"30 Block Mt Oliver St Pittsburgh, PA 15210",N,South Side Slopes,3,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1706,3,3,-79.9774955286783,40.4134778264424
232942915,20155626,10,2020-08-22T03:20:00,"1700 Block Cliff St Pittsburgh, PA 15219",N,Crawford-Roberts,2,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 3304 Criminal Mischief.,305,6,3,-79.9865941091485,40.4455491999267
232958085,20155947,0,2020-08-22T16:51:00,"7000 Block Kelly St Pittsburgh, PA 15208",N,Homewood South,5,99,9999 9999 - (Misc. Incident): ,1303,9,2,-79.9018146354302,40.4566120579776
232959351,20156061,0,2020-08-21T19:48:00,"400 Block Hastings St Pittsburgh, PA 15206",N,Point Breeze,4,99,9999 9999 - (Misc. Incident): Mayor's Protest ,1404,8,3,-79.9142114162322,40.450175553717
232959449,20156034,10,2020-08-22T19:04:00,"800 Block Climax St Pittsburgh, PA 15210",Y,Allentown,3,HARRASSMENT,2709(a) Harassment.,1803,3,5,-79.9936600805729,40.4199754284827
-3319018891,20156132,0,2020-08-22T21:04:00,"Kennebec St & Frank St Pittsburgh, PA 15217",N,Greenfield,4,99,9999 9999 - (Misc. Incident): Overhead  wires struck by truck,1517,5,3,-79.9318428718205,40.4253028690874
232964251,20155995,10,2020-08-22T16:28:00,"N Richland St & Tioga St Pittsburgh, PA 15208",N,Homewood South,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1303,9,2,-79.8932019380778,40.4525492415843
232966337,20156301,18,2020-08-23T03:00:00,"Rosedale St & Madiera St Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 5101 Obstructing Admin. of Law ,1304,9,2,-79.8877302814128,40.4484632301575
232967430,20156268,10,2020-08-23T01:14:00,"400 Block Rosedale St Pittsburgh, PA 15221",Y,Homewood South,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 907 Possessing Instruments of Crime.,1304,,,-79.8881626598822,40.447688780542
232970607,20156368,0,2020-08-23T01:30:00,"1400 Block Liverpool St Pittsburgh, PA 15233",N,Manchester,1,99,"601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",2107,6,1,-80.0266784287405,40.454981803688
232976948,20156489,99,2020-08-23T12:30:00,"3900 Block Winshire St Pittsburgh, PA 15212",N,Brighton Heights,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2701,1,1,-80.0389611857921,40.4856338756765
232980749,20155949,0,2020-08-22T17:30:00,"6400 Block Penn Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): roadway construction,1201,9,2,-79.917435063919,40.4575134909614
232980931,20156615,99,2020-08-23T10:00:00,"4500 Block Camelia St Pittsburgh, PA 15201",N,Stanton Heights,5,FOUND PROPERTY,9489 Found Property,1018,7,2,-79.9384913057814,40.4823100382579
232987030,20156765,0,2020-08-23T20:10:00,"1000 Block Silverdale St Pittsburgh, PA 15221",N,Homewood North,5,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident):  Solicitation of a minor,1301,9,2,-79.8807695121168,40.4559393895543
232987353,20156787,6,2020-08-23T19:55:00,"1200 Block Woodland Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2705 Recklessly Endangering Another Person. / 2706 Terroristic Threats. / 6106 Firearms not to be Carried without a License. / 2902 Unlawful Restraint. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck / 2701(a)(2) Simple Asslt - Neg. Cause Bod. Harm Deadly Weap.",2715,1,1,-80.0275103365149,40.4697396230738
233012464,20157116,0,2020-08-24T04:00:00,"4800 Block Dearborn St Pittsburgh, PA 15224",N,Garfield,5,99,9999 9999 - (Misc. Incident): ,1017,9,2,-79.9462467860253,40.4662151464
232983736,20156621,18,2020-08-23T16:58:00,"Frankstown Ave & 5th Ave Pittsburgh, PA 15208",Y,Homewood West,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4524 Windshield Obstructions and Wipers.,201,9,2,-79.908043509612,40.4586818050989
233035796,20157316,10,2020-08-24T16:50:00,"1200 Block Nolan Ct Pittsburgh, PA 15221",N,Homewood North,5,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 4952 Intimidation of Witnesses or Victims / 2706 Terroristic Threats. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1301,9,2,-79.8868738733753,40.4594394730591
233041743,20157278,10,2020-08-24T14:56:00,"800 Block Norwich Ave Pittsburgh, PA 15226",Y,Brookline,6,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2902 Unlawful Restraint. / 907 Possessing Instruments of Crime.",1918,4,5,-80.0245087660893,40.3912450852929
-3362020339,20154703,8,2020-08-20T21:13:00,"7800 Block Kelly St Pittsburgh, PA 15221",N,Homewood South,5,DANGEROUS BURNING,3301(d.1) Dangerous Burning,1304,9,2,-79.887141350346,40.4532814721926
232919170,20155088,0,2020-08-21T12:25:00,"100 Block Wabash St Pittsburgh, PA 15220",N,West End,6,99,9999 9999 - (Misc. Incident): ,2019,2,5,-80.0345600461129,40.438190894928
232935935,20155406,27,2020-08-21T19:35:00,"S 21st St & Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1609,3,3,-79.9763892020516,40.4271371085093
232937156,20155448,0,2020-08-21T21:15:00,"1100 Block King Ave Pittsburgh, PA 15206",N,Highland Park,5,99,9999 9999 - (Misc. Incident): ,1102,7,2,-79.9271058406399,40.4763115623251
-3270150166,20157729,14,2020-08-25T06:30:00,"1800 Block Oakhurst Way Pittsburgh, PA 15210",Y,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2901,4,3,-79.9897494358204,40.3968348565031
233081477,20157883,0,2020-08-25T11:45:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,99,9090 Recovered Firearm,2507,6,1,-80.0165685056208,40.4568744092444
233092580,20157872,99,2020-08-25T11:40:00,"4500 Block Plummer St Pittsburgh, PA 15201",N,Central Lawrenceville,2,MENTAL 201/302,9498 302 (Mental),901,7,2,-79.9608693344705,40.4733134295818
233092366,20157934,99,2020-08-25T13:19:00,"20 Block Market St Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-80.0020026636299,40.4409453621515
233094487,20157927,99,2020-08-25T13:10:00,"3300 Block Francisco St Pittsburgh, PA 15204",N,Sheraden,6,FOUND PROPERTY,9489 Found Property,2022,2,5,-80.0613040395136,40.4569629641007
233116094,20158097,13,2020-08-25T17:51:00,"Madison Ave & Vista St Pittsburgh, PA 15212",Y,East Allegheny,1,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,2304,1,1,-79.9981477310768,40.4581781191455
232947435,20155713,6,2020-08-22T08:30:00,"1100 Block Watson St Pittsburgh, PA 15219",N,Bluff,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,103,6,3,-79.9900770361087,40.4383284584079
232947809,20155722,0,2020-08-22T09:39:00,"2200 Block Chauncey Dr Pittsburgh, PA 15219",N,Middle Hill,2,99,9999 9999 - (Misc. Incident): ,501,,,0,0
232947841,20155736,27,2020-08-20T23:59:00,"100 Block Chesterfield Rd Pittsburgh, PA 15213",N,West Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,402,8,3,-79.9617903080817,40.4393879160793
232948415,20155762,27,2020-08-22T02:55:00,"3700 Block McClure Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2701,1,1,-80.0365116616774,40.4829004313624
232949519,20155712,3,2020-08-22T09:20:00,"200 Block Taylor St Pittsburgh, PA 15224",N,Bloomfield,5,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle. / 3733 Fleeing or Attempting to Elude Police Officer,903,7,2,-79.9500186183785,40.4639634888762
232950353,20155790,11,2020-08-22T12:00:00,"300 Block Camfield St Pittsburgh, PA 15210",N,Bon Air,3,THEFT BY DECEPTION,3922 Theft by Deception.,1806,4,5,-79.9982589776839,40.4077702634015
232951005,20155758,9,2020-08-22T11:00:00,"1100 Block Mc Kinney Ln Pittsburgh, PA 15220",Y,East Hills,6,FORGERY,4101 Forgery. / 4105(a)(1) Bad Checks / 3922 Theft by Deception.,2016,2,5,-80.035068083793,40.4234966720765
232951760,20155825,6,2020-08-22T13:00:00,"5700 Block Solway St Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT FROM AUTO,3934 Theft from Vehicle,1403,8,3,-79.925573686027,40.4427206592361
232957384,20155939,27,2020-08-22T16:35:00,"Goe Ave & Parviss St Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,2708,1,1,-80.034750939228,40.4841471331219
232917950,20155012,10,2020-08-21T10:51:00,"1300 Block Muriel St Pittsburgh, PA 15203",Y,South Side Flats,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1702,3,3,-79.9851737655134,40.4299819219491
232961095,20156119,10,2020-08-22T21:00:00,"7000 Block Lemington Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1201,9,2,-79.8981879623688,40.4713865299518
232962407,20156157,10,2020-08-22T22:15:00,"100 Block Poplargrove St Pittsburgh, PA 15210",N,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2902,4,3,-79.986458531852,40.3961684825735
232965852,20155534,99,2020-08-22T00:21:00,"400 Block Ruxton St Pittsburgh, PA 15211",Y,Mount Washington,3,NOISE COMPLAINT - CITATION,9132 Noise Complaint - Citation,1807,3,5,-80.0010716853448,40.4249436196381
233112150,20157971,99,2020-08-25T14:30:00,"2000 Block Pioneer Ave Pittsburgh, PA 15226",Y,Brookline,6,MENTAL 201/302,9498 302 (Mental),1917,4,5,-80.0160576107444,40.4027057130685
233115523,20158030,27,2020-08-25T16:15:00,"West End Brg Pittsburgh, PA 15220",N,West End,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2019,2,5,-80.034706352571,40.4389159417962
233116414,20158053,18,2020-08-25T17:35:00,"1600 Block Hybla St Pittsburgh, PA 15212",Y,Brighton Heights,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,2703,,,0,0
233119565,20158092,6,2020-08-25T17:46:00,"6300 Block Shakespeare St Pittsburgh, PA 15206",Y,Shadyside,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 3925 Receiving Stolen Property. / 4703 Operation of Vehicle without Official Certif. of Inspection / 4706 Prohib. on Expend. for Emission Insp Prog.. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1571 Violations Concerning Licenses. / 4914 False Identification to Law Enforcement Authorities / 1501 Drivers Required to be Licensed.",708,,,0,0
